Tweet_ID;Tweet_Text;Aspek;Sentimen;Alasan
749;2021: bank digital 2022: batu bara 2023: energi baru 2024: konglomerat 2025 tahun 2025 sektor apa ya yang bakal manggung;ENERGY_TECHNOLOGY;Netral;Melihat tren sektor yang berkembang tiap tahun termasuk energi baru
750;menteri esdm bahlil janjikan ppn 12% untuk bbm tak akan beban rakyat bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan janji menteri ESDM bahwa PPN BBM tidak memberatkan rakyat
751;ajakan yang baik untuk kita, khususnya bagi kita di tanah papua tuhan berkati kamu semuanya deforestasi hutan westpapua papuabukantanahkosong indonesia merdeka masyarakatadat;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik deforestasi di Papua Barat dengan konteks masyarakat adat
752;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022 bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi gas bumi sebagai energi bersih dengan kebijakan bebas PPN
753;soal tuduhan deforestasi kepada komoditas kelapa sawit, prabowo pun menepisnya menurutnya tuduhan itu dirasa tak berdasar;ENVIRONMENTAL_IMPACT;Netral;Melaporkan penepisan tuduhan deforestasi oleh presiden
754;52 gasuntukrakyat - 30 desember 2024 gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu;ENERGY_ACCESS;Positif;Promosi harian gas bumi dengan data spesifik jumlah pelanggan
755;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami bumnuntukindonesia gasuntukrakyat pertamina;ENERGY_ACCESS;Positif;Promosi standar gas bumi sebagai energi bersih
756;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi gas bumi dengan penekanan pada kebijakan bebas PPN
757;pidato presiden prabowo subianto di ktt g20 brasil bulan november lalu menjadi sorotan dengan komitmen ambisius indonesia terhadap transisi energi topik ini memicu lonjakan percakapan, terutama di media sosial, mencerminkan perhatian publik yang semakin besar terhadap isu energi;ENERGY_TECHNOLOGY;Positif;Melaporkan komitmen ambisius Indonesia dalam transisi energi di G20
758;foto museum vatikan makin keren dengan atap panel surya wisata sambil peduli lingkungan, detikers tertarik berkunjung foto:ap/gregorio borgia detiktravel vaticanmuseum ecotravel;ENERGY_TECHNOLOGY;Netral;Melaporkan penggunaan panel surya di Museum Vatikan sebagai ecotravel
759;menteri esdm bahlil menjamin rakyat tak akan sengsara meskipun bbm kena ppn 12% bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan jaminan menteri ESDM tentang PPN BBM
760;bahlil lahadalia botak anjing mamak dan isteri kau pelacur mau tahu kalian kenapa lebih muliya anjing dari pada kalian yang sy nista kalian di percaya rakyat kalian curi uang rakyat anjing di kasi makan tidak menggigit pada orang yang mrmberikan makan pada anjing;GOVERNMENT_POLICY;Negatif;Menghina dengan sangat kasar menteri ESDM Bahlil Lahadalia
761;meskipun bbm kena ppn 12%, menteri esdm bahlil jamin rakyat tak akan sengsara bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan jaminan menteri ESDM tentang dampak PPN BBM
762;masalah bbm kena ppn 12% sudah umum digaungkan tapi, percaya deh, menteri esdm bahlil jamin rakyat tetap terlindungi bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Mempercayai jaminan menteri ESDM tentang perlindungan rakyat
763;meskipun bbm kena ppn 12%, menteri esdm bahlil menjamin rakyat tak akan sengsara bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan jaminan menteri ESDM tentang PPN BBM
764;booming industri energi baru di china genjot pertumbuhan dan peluang di luar negeri klik tautan untuk info selengkapnya;ENERGY_TECHNOLOGY;Positif;Melaporkan booming industri energi baru China dan peluang internasional
765;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 t ahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu rumah tangga: energi bersih untuk;ENERGY_ACCESS;Positif;Promosi gas bumi dengan data jumlah rumah tangga yang terlayani
766;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami bumnuntukindonesia gasuntukrakyat pertamina;ENERGY_ACCESS;Positif;Promosi standar gas bumi sebagai energi bersih
767;saat ini ada tujuh gunung api berstatus siaga di indonesia pemantauan rutin, seperti dilakukan menteri esdm bahlil lahadalia, untuk memastikan keselamatan publik tahunbaru2025 adadikompas;GOVERNMENT_POLICY;Netral;Melaporkan pemantauan gunung api oleh menteri ESDM untuk keselamatan
768;new york mulai kenakan denda us$ 75 m pada perusahaan bahan bakar fosil;ENERGY_TECHNOLOGY;Positif;Melaporkan denda New York pada perusahaan bahan bakar fosil
769;pln indonesia power ubp tello melalui unit plts selayar kembali menorehkan prestasi membanggakan dengan meraih penghargaan dari kementerian energi dan sumber daya mineral esdm;ENERGY_TECHNOLOGY;Positif;Melaporkan prestasi PLN PLTS Selayar meraih penghargaan dari Kementerian ESDM
770;prabowo janji tambah luas lahan kelapa sawit di tengah isu deforestasi kelapasawit;ENVIRONMENTAL_IMPACT;Netral;Melaporkan janji presiden menambah lahan sawit di tengah isu deforestasi
771;menurut menteri esdm, penambahan ppn 12% pada bbm tidak akan memberatkan rakyat bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan pernyataan menteri ESDM tentang PPN BBM
772;meskipun bbm kena ppn 12%, menurut menteri esdm bahlil, jaminan rakyat tidak akan sengsara bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan jaminan menteri ESDM tentang dampak PPN BBM
773;menteri esdm bahlil menjamin rakyat tidak akan sengsara meskipun bbm kena ppn 12% bahlillahdalia ppn;GOVERNMENT_POLICY;Positif;Melaporkan jaminan menteri ESDM tentang PPN BBM
774;sabtu, 28 desember lalu, tim sinergi foundation terjun langsung menghampiri warga kampung bolenglang untuk menyampaikan bantuan berupa lampu panel surya alhamdulillah, lampu yang tersedia dari donasi sahabat dapat memberikan manfaat kepada 61 orang warga di kampung tersebut;ENERGY_TECHNOLOGY;Positif;Melaporkan distribusi lampu panel surya kepada masyarakat desa
775;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami;ENERGY_ACCESS;Positif;Promosi gas bumi sebagai energi bersih dengan kebijakan bebas PPN
776;menteri esdm, bahlil lahadalia tegaskan swasembada energi juga melingkupi energi terbarukan bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia;GOVERNMENT_POLICY;Positif;Melaporkan penegasan menteri ESDM tentang swasembada energi terbarukan
777;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu rumah tangga: energi bersih;ENERGY_ACCESS;Positif;Promosi gas bumi dengan data spesifik rumah tangga yang terlayani
778;pln siap memasok energi hijau sebesar 210 gwh per tahun ke h&m group melalui penandatanganan nota kesepahaman green energy as services geas dedicated source recpln;ENERGY_TECHNOLOGY;Positif;Melaporkan kerja sama PLN dengan H&M untuk energi hijau
779;gasuntukrakyat gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami;ENERGY_ACCESS;Positif;Promosi gas bumi sebagai energi bersih untuk rakyat
780;duh pernyataan kelapa sawit dan deforestasi blunder banget;ENVIRONMENTAL_IMPACT;Negatif;Mengkritik pernyataan presiden sebagai blunder besar
781;sarungan sambil memanfaatkan cahaya sang surya dengan solar panel, jadi listrik dengan tanaman, jadi semangka;ENERGY_TECHNOLOGY;Positif;Menggambarkan pemanfaatan energi surya secara kreatif
782;pln mengadakan forum diskusi bernama road to pln investment day 2024 di jakarta pada rabu untuk mempercepat transisi energi bersih di indonesia dengan kolaborasi bersama beberapa pemangku kepentingan plninvestmentdays2024;ENERGY_TECHNOLOGY;Positif;Melaporkan forum diskusi PLN untuk mempercepat transisi energi bersih
783;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi gas bumi sebagai energi bersih dengan kebijakan bebas PPN
784;sistem penyimpanan energi baterai skala jaringan bess tiongkok mengalami terobosan pada tahun 2023, meningkat lebih dari dua kali lipat dalam satu tahun sebuah perkembangan yang dapat memiliki implikasi mendalam di seluruh dunia untuk transisi energi;ENERGY_TECHNOLOGY;Positif;Melaporkan terobosan positif sistem penyimpanan energi baterai China untuk transisi energi global
785;menteri esdm: hulu migas jadi kunci capai swasembada energi;GOVERNMENT_POLICY;Positif;Melaporkan strategi menteri ESDM untuk mencapai swasembada energi
786;menteri esdm, bahlil lahadalia optimis kerjasama ri-jepang dorong inovasi sektor energi atasi perubahan iklim;GOVERNMENT_POLICY;Positif;Melaporkan optimisme menteri ESDM tentang kerja sama RI-Jepang dalam sektor energi
787;bahlil lahadalia ungkap diskusi para ketum parpol kim plus dengan prabowo di kertanegara bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia;GOVERNMENT_POLICY;Netral;Melaporkan diskusi politik tanpa opini spesifik
788;electrizen, wakil menteri esdm yuliot tanjung melakukan kunjungan ke pln unit pelaksana pengatur beban sumatera bagian utara di medan untuk mengecek kondisi kelistrikan jelang natal 2024 dan tahun baru 2025;ENERGY_ACCESS;Positif;Melaporkan kunjungan wamen ESDM untuk memastikan keandalan listrik
789;presiden ri bapak joko widodo telah melakukan peletakan batu pertama pada pembangunan pln hub di ikn nusantara pln mengembangkan pln hub yang akan menjadi kawasan integrated renewable energy zone plnhubikn;ENERGY_TECHNOLOGY;Positif;Melaporkan pembangunan kawasan energi terbarukan terintegrasi di IKN
790;inovasi baru, fitur pv rooftop di pln mobile satu lagi inovasi dari pln untuk mengakselerasi transisi energi di indonesia, electrizen bisa turut berkontribusi lho pvrooftopplnmobile;ENERGY_TECHNOLOGY;Positif;Melaporkan inovasi fitur PV rooftop PLN Mobile untuk transisi energi
791;pln indonesia power ubp tello meraih penghargaan dari kementerian energi dan sumber daya mineral esdm penghargaan ini diberikan untuk bidang aneka energi baru terbarukan ebt dalam subkategori plts acara penganugerahan berlangsung di hotel mulia, jakarta;ENERGY_TECHNOLOGY;Positif;Melaporkan penghargaan PLN untuk PLTS dari Kementerian ESDM
792;semangat siang teman-teman smr mari kita naikkan hashtag: gasuntukrakyat pada : hari, tanggal : senin , 30 desember 2024 pukul : 12.00 wib / 13.00 wita / 14.00 wit gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia;ENERGY_ACCESS;Positif;Mengajak kampanye hashtag gas bumi sebagai energi bersih
793;ri siap punya bbm baru b40, wamen esdm tekankan soal bahan baku;ENERGY_TECHNOLOGY;Positif;Melaporkan kesiapan Indonesia dengan BBM B40
794;dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022: 810 ribu rumah tangga: energi bersih untuk dapur indonesia 2.600 umkm dan pelanggan kecil: mendukung usaha rakyat tanpa tambahan beban 3.200 industri dan komersial: energi hemat untuk menggerakkan ekonomi nasional;ENERGY_ACCESS;Positif;Data lengkap manfaat kebijakan bebas PPN untuk berbagai sektor
795;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami: 810 ribu rumah tangga;ENERGY_ACCESS;Positif;Promosi gas bumi dengan data spesifik rumah tangga terlayani
796;joko widodo melakukan peletakan batu pertama pembangunan pusat ekosistem transisi energi dan layanan digital yang pertama dan terbesar di tanah air atau pln hub di jantung ikn nusantara pada rabu 5/6 plnhubikn plnsukseskanikn plnhubiknnusantara;ENERGY_TECHNOLOGY;Positif;Melaporkan pembangunan pusat ekosistem transisi energi di IKN
797;hawkins clifford mendulang prestasi lagi kali ini menyabet 2nd runner up englisg speech competition pada awwe 2024, universitas lambung mangkurat pemakamigas akamigascepu esdm bpsdmesdm oilandgas teknikproduksimigas juaraterus;OTHER;Positif;Melaporkan prestasi mahasiswa dalam kompetisi terkait ESDM
798;di tengah upaya mengakselerasi transisi energi di tanah air, pln terus mengedepankan aspek corporate financial sustainability hal ini dibuktikan dengan capaian saldo kas perusahaan tahun 2023 yang meningkat tajam dan penurunan utang kinerjaplnhattrick;ENERGY_TECHNOLOGY;Positif;Melaporkan kinerja finansial PLN yang mendukung transisi energi
799;tak boleh ke kwsp buat plan withdraw account 2 untuk renewable energy for solar system installation since tarif electric dijangka naik kann tak bijak betul para menteri ni its a good investment though;ENERGY_TECHNOLOGY;Negatif;Mengkritik kebijakan yang menghambat investasi solar panel meski mengakui itu investasi bagus
800;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami bumnuntukindonesia gasuntukrakyat pertamina;ENERGY_ACCESS;Positif;Promosi standar gas bumi sebagai energi bersih
801;gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi singkat gas bumi sebagai energi bersih
802;komarov diluncurkan dan berhasil mencapai luar angkasa di dalam wahana antariksa namun, begitu sampai di sana, keadaan menjadi kacau ketika salah satu panel surya gagal terbuka;ENERGY_TECHNOLOGY;Negatif;Melaporkan kegagalan panel surya dalam misi antariksa
803;hingga november 2024, penyaluran gas bumi pgn mencapai hampir 860 bbtud, memastikan energi bersih menjangkau seluruh negeri bersama pgn, mari wujudkan masa depan yang lebih hijau dan sejahtera bumnuntukindonesia gasuntukrakyat pertamina energizingyou;ENERGY_ACCESS;Positif;Melaporkan pencapaian distribusi gas bumi PGN dengan visi hijau
804;810 ribu rumah tangga: energi bersih untuk dapur indonesia 2.600 umkm dan pelanggan kecil: mendukung usaha rakyat tanpa tambahan beban 3.200 industri dan komersial: energi hemat untuk menggerakkan ekonomi nasional;ENERGY_ACCESS;Positif;Data komprehensif manfaat energi bersih untuk berbagai sektor
805;electrizen, wakil menteri esdm yuliot tanjung melakukan kunjungan ke pln unit pelaksana pengatur beban sumatera bagian utara di medan untuk mengecek kondisi kelistrikan jelang natal 2024 dan tahun baru 2025 dalam kunjungan ini, yuliot tanjung mengapresiasi usaha pln yang;ENERGY_ACCESS;Positif;Melaporkan kunjungan wamen ESDM dengan apresiasi untuk PLN
806;electrizen, wakil menteri esdm yuliot tanjung melakukan kunjungan ke pln unit pelaksana pengatur beban sumatera bagian utara di medan untuk mengecek kondisi kelistrikan jelang natal 2024 dan tahun baru 2025 dalam kunjungan ini, yuliot tanjung mengapresiasi usaha pln yang;ENERGY_ACCESS;Positif;Laporan serupa kunjungan wamen ESDM
807;hi electrizen tahun baru, energi baru siapkan diri untuk daftar perizinan pemasangan plts di aplikasi pln mobile mulai januari 2025 ayo, wujudkan masa depan lebih hijau pln plnuidsulselrabar plts plnmobile semuamakinmudah;ENERGY_TECHNOLOGY;Positif;Mengajak pendaftaran PLTS dengan semangat tahun baru energi baru
808;gasuntukrakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia hingga november 2024, penyaluran gas bumi pgn mencapai hampir 860 bbtud, memastikan energi bersih menjangkau seluruh negeri bumnuntukindonesia pertamina energizingyou;ENERGY_ACCESS;Positif;Promosi gas bumi dengan data pencapaian distribusi PGN
809;esdm antisipasi peningkatan bbm dan listrik di tahun baru 2025;GOVERNMENT_POLICY;Netral;Melaporkan antisipasi ESDM terhadap peningkatan BBM dan listrik
810;indonesia memiliki potensi besar dalam pengembangan energi hijau swasembadaenerg;ENERGY_TECHNOLOGY;Positif;Menyatakan optimisme potensi energi hijau Indonesia
811;jelang pergantian tahun, karutan : tingkatkan sinergi, lahirkan energi baru;OTHER;Positif;Ajakan meningkatkan sinergi untuk energi baru menjelang tahun baru
812;satgas tmmd kukar tempatkan tandon dan pasang panel surya disektor tmab pertanian;ENERGY_TECHNOLOGY;Positif;Melaporkan pemasangan panel surya di sektor pertanian
813;clear aman terkendali semua halo sobat energi jelang libur natal dan tahun baru menteri energi dan sumber daya mineral esdm bahlil lahadalia melakukan kunjungan kerja ke kota cilegon, banten, guna memastikan keandalan pasokan listrik, bahan bakar minyak bbm;GOVERNMENT_POLICY;Positif;Melaporkan kunjungan menteri ESDM memastikan keandalan energi
814;gas bumi untuk rakyat gas bumi adalah solusi energi bersih yang terjangkau untuk rakyat indonesia dengan kebijakan bebas ppn sesuai pp no 49 tahun 2022, pgn memastikan tidak ada tambahan beban pajak bagi pelanggan kami gasuntukrakyat;ENERGY_ACCESS;Positif;Promosi gas bumi dengan kebijakan bebas PPN
815;electrizen, menteri energi dan sumber daya mineral esdm, bahlil lahadalia, memantau langsung kesiapan listrik menjelang perayaan natal 2024 dan tahun baru 2025 dirinya pun mengapresiasi langkah-langkah strategis pln dalam menjaga keandalan pasokan listrik;GOVERNMENT_POLICY;Positif;Melaporkan pemantauan menteri ESDM dengan apresiasi untuk PLN
816;menteri esdm, bahlil lahadalia: swasembada energi juga mengarah ke energi terbarukan;GOVERNMENT_POLICY;Positif;Melaporkan fokus menteri ESDM pada energi terbarukan
817;electrizen, pln melalui komitmen nyata dalam pengembangan energi terbarukan berhasil meraih 42 penghargaan pada acara malam apresiasi kinerja stakeholder ebtke 2024 yang digelar oleh kementerian esdm sebanyak 10 penghargaan di antaranya adalah penghargaan aditama, penghargaan;ENERGY_TECHNOLOGY;Positif;Melaporkan pencapaian PLN meraih 42 penghargaan energi terbarukan
818;program bantuan pasang baru listrik kementerian esdm terus berlanjut;ENERGY_ACCESS;Positif;Melaporkan kelanjutan program bantuan listrik ESDM
819;pendana global energi terbarukan lebih dukung skala besar daripada komunitas;ENERGY_TECHNOLOGY;Negatif;Mengkritik preferensi pendana global yang mengabaikan komunitas
820;senin 23 desember 2024 palangka raya - dinas esdm provinsi kalimantan tengah melaksanakan apel rutin di halaman kantor dinas esdm provinsi kalimantan tengah kaltengmakinberkah kalteng asnberakhlak diskominfosantik desdmprovkalteng apelrutinseninpagi;GOVERNMENT_POLICY;Netral;Melaporkan kegiatan rutin dinas ESDM Kalteng
821;bursa efek indonesia bei menyoroti lambatnya realisasi ekspansi pt terregra asia energy tbk tgra meskipun telah melakukan ipo sejak tahun 2017 simak selengkapnya;ENERGY_TECHNOLOGY;Negatif;Mengkritik lambatnya ekspansi perusahaan energi meski sudah IPO
822;menteri esdm, bahlil lahadalia tegaskan swasembada energi juga melingkupi energi terbarukan partaigolkar golkarindonesia bahlillahadalia golkarpedia golkarsolid;GOVERNMENT_POLICY;Positif;Melaporkan penegasan menteri ESDM tentang energi terbarukan
823;bengkel pemurnian pelan pengurusan risiko serta pemurnian isu yang terkesan dengan climate change dalam pelaksanaan ms iso 9001:2015;ENVIRONMENTAL_IMPACT;Netral;Melaporkan workshop tentang climate change dan ISO tanpa opini
824;pabrik kendaraan energi baru berbasis ai dari gac honda mulai beroperasi di guangzhou;ENERGY_TECHNOLOGY;Positif;Melaporkan operasi pabrik kendaraan energi baru berbasis AI
825;lagi banyak kasus burung jadi pada stuck di pesawat ini apa juga kelanjutan akibat dari climate change;ENVIRONMENTAL_IMPACT;Negatif;Mengkhawatirkan kaitan insiden burung dengan perubahan iklim
826;tvr 120 - dpr ri : dorong pertamina berinovasi untuk capai target ebt;ENERGY_TECHNOLOGY;Positif;Melaporkan dorongan DPR untuk inovasi Pertamina dalam EBT
827;tvr 120 - komisi vii dpr ri : apresiasi pt rapp bangun solar panel diatas landfill;ENERGY_TECHNOLOGY;Positif;Melaporkan apresiasi DPR untuk pembangunan solar panel di landfill
828;tvr 120 - dpr ri : desak kaji ulang pasal power wheeling dalam ruu ebt;ENERGY_TECHNOLOGY;Netral;Melaporkan desakan DPR untuk kajian ulang RUU EBT
829;menteri esdm bahlil lahadalia memantau aktivitas vulkanik gunung api di seluruh indonesia sesuai arahan presiden prabowo subianto untuk memastikan kondisi kegeologian dalam kondisi aman hingga usai libur tahun baru 2025;GOVERNMENT_POLICY;Netral;Melaporkan pemantauan menteri ESDM terhadap aktivitas vulkanik
830;pemerintah indonesia siapkan alokasi 15,62 juta kiloliter biodiesel pada 2025 beritasawit sawit palmoil infosawitcom infosawit bpdks sahabatkebun indonesia sawitbaik biodiesel kementan bibitsawit b40 biodieselsawit esdm ebtke;ENERGY_TECHNOLOGY;Positif;Melaporkan alokasi biodiesel pemerintah untuk tahun 2025
831;menteri esdm ingatkan kppu jangan bangun persepsi terkait cisem ii;GOVERNMENT_POLICY;Netral;Melaporkan peringatan menteri ESDM kepada KPPU
832;biodiesel b40 meluncur lusa, esdm masih waswas kendala geografis;ENERGY_TECHNOLOGY;Negatif;Melaporkan kekhawatiran ESDM tentang kendala geografis implementasi B40
833;ambisi plta terbesar dunia di tibet membuka jalan bagi energi bersih, tapi ada risiko besar: ekosistem rapuh, geopolitik, hingga dampak sosial apakah manfaatnya sebanding dengan taruhannya energibersih pltatibet dampakglobal geopolitik;ENERGY_TECHNOLOGY;Negatif;Mempertanyakan trade-off antara manfaat energi bersih dan risiko ekosistem/sosial
834;esdm bantah tudingan ombudsman soal maladministrasi rkab tambang;GOVERNMENT_POLICY;Netral;Melaporkan bantahan ESDM terhadap tudingan ombudsman
835;sukses dukung transformasi energi pln ip ubp tello raih penghargaan kementerian esdm pada sektor ebt;ENERGY_TECHNOLOGY;Positif;Melaporkan penghargaan PLN untuk dukungan transformasi energi
836;soal kenaikan ppn 12 persen pada januari 2025, menteri esdm bahlil lahadalia yang sekaligus ketua umum partai golkar menyebut kebijakan itu merupakan kewajiban pemerintah untuk menjalankan undang-undang ppn12persen bahlillahadalia;GOVERNMENT_POLICY;Netral;Melaporkan penjelasan menteri ESDM tentang kenaikan PPN
837;bbm campur sawit 40% mulai 1 januari: revolusi energi terbarukan indonesia bbm sawit energi indonesia revolusi;ENERGY_TECHNOLOGY;Positif;Melaporkan implementasi B40 sebagai revolusi energi terbarukan
838;menteri esdm, bahlil lahadalia tekankan hilirisasi minerba instrumen penting capai pertumbuhan ekonomi 8 persen bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia;GOVERNMENT_POLICY;Positif;Melaporkan penekanan menteri ESDM pada hilirisasi untuk pertumbuhan ekonomi
839;garap proyek ebt, anak usaha adro kantongi pinjaman rp66 m;ENERGY_TECHNOLOGY;Positif;Melaporkan pembiayaan proyek EBT oleh anak usaha ADRO
840;pengembangan metode identifikasi karakteristik minyak berat hasil ekstraksi oil sand iliran high dengan formula perhitungan berdasarkan komposisi elementer;OTHER;Netral;Penelitian teknis tentang ekstraksi minyak tanpa kaitan langsung EBT
841;dana ipo kurang, proyek ebt terregra mandek bertahun-tahun;ENERGY_TECHNOLOGY;Negatif;Mengkritik mandeknya proyek EBT karena kekurangan dana IPO
842;rest in peace, president carter bisa dibilang beliau adalah presiden transisi energi as di eranya, dlm rangka mengurangi ketergantungan pada impor minyak dari opec, dia mendorong pemanfaatan energi terbarukan membuat kebijakan konservasi energi untuk mencapai efisiensi energi;ENERGY_TECHNOLOGY;Positif;Menghormati warisan Presiden Carter sebagai pelopor transisi energi
843;proses transisi energi di indonesia yang penuh tantangan memerlukan komitmen nasional dan kepemimpinan yang kuat untuk memastikan pelaksanaannya berlangsung adil bagi masyarakat dan bermanfaat bagi pembangunan manusia selengkapnya;ENERGY_TECHNOLOGY;Netral;Analisis objektif tentang tantangan transisi energi Indonesia
844;menteri esdm pantau pos pengamatan gunung merapi;GOVERNMENT_POLICY;Netral;Melaporkan aktivitas pemantauan menteri ESDM
845;10 negara dengan kapasitas pltp terbesar: as unggul, indonesia di posisi strategis;ENERGY_TECHNOLOGY;Netral;Melaporkan posisi strategis Indonesia dalam kapasitas PLTP
846;saham emiten ebt ini kurang cuan di bursa sejak ipo lewat [user].co - food and energy security website;ENERGY_TECHNOLOGY;Negatif;Melaporkan kinerja buruk saham perusahaan EBT
847;transisi energi dukung terwujudnya ekonomi indonesia yang ramah lingkungan dan berkelanjutan tahun 2025, pemerintah telah mengalokasikan uangkita sebesar rp11,4 triliun untuk insentif di sektor otomotif bagi kendaraan listrik dan hybrid yuk kita simak infonya;ENERGY_TECHNOLOGY;Positif;Melaporkan alokasi anggaran besar untuk transisi energi kendaraan listrik
848;demam sebagai alternatif geothermal;ENERGY_TECHNOLOGY;Netral;Topik singkat tentang geothermal tanpa konteks jelas
849;ri mau kembangkan smart grid untuk transisi energi, apa itu lewat [user].co - food and energy security website;ENERGY_TECHNOLOGY;Positif;Melaporkan rencana pengembangan smart grid untuk transisi energi
850;menteri esdm, bahlil lahadalia tegaskan swasembada energi juga melingkupi energi terbarukan partaigolkar golkarpedia bahlillahadalia golkarindonesia bahlillahadalia;GOVERNMENT_POLICY;Positif;Melaporkan penegasan menteri ESDM tentang energi terbarukan
851;terjadi erupsi g semeru pada hari senin, 30 desember 2024, pukul 04:58 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 147 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
852;terjadi erupsi g semeru pada hari senin, 30 desember 2024, pukul 04:33 wib erupsi terekam di seismograf dengan amplitudo maksimum 21 mm dan durasi 118 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
853;terjadi erupsi g semeru pada hari senin, 30 desember 2024, pukul 01:44 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 155 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
854;terjadi erupsi g semeru pada hari senin, 30 desember 2024, pukul 01:00 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 149 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
855;terjadi erupsi g ibu pada hari minggu, 29 desember 2024, pukul 23:32 wit tinggi kolom abu teramati ± 400 m di atas puncak erupsi terekam di seismograf dengan amplitudo maksimum 28 mm dan durasi 56 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
856;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 22:59 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 125 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
857;terjadi erupsi g semeru pada hari minggu, 29 desember 2024, pukul 21:19 wib erupsi terekam di seismograf dengan amplitudo maksimum 22 mm dan durasi 118 detik via [user];OTHER;Netral;Laporan aktivitas vulkanik tanpa kaitan EBT
